,1316,Sylius\\Component\\Core\\Model\\Product,Pediasure Plus Polvo Chocolate por 900 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:3735;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1317,Sylius\\Component\\Core\\Model\\Product,Pediasure Plus Polvo Chocolate por 900 Grs mas Lapices de Colores,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:3735;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1318,Sylius\\Component\\Core\\Model\\Product,Pediasure Plus Polvo Fresa por 400 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:1747;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1319,Sylius\\Component\\Core\\Model\\Product,Pediasure Plus Polvo Fresa por 900 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:3735;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1320,Sylius\\Component\\Core\\Model\\Product,Pediasure Plus Polvo Fresa por 900 Grs mas Lapices de Colores,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:3735;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1321,Sylius\\Component\\Core\\Model\\Product,Pediasure Plus Polvo Vainilla por 400 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:1747;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1322,Sylius\\Component\\Core\\Model\\Product,Pediasure Plus Polvo Vainilla por 900 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:3735;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1323,Sylius\\Component\\Core\\Model\\Product,Pediasure Plus Polvo Vainilla por 900 Grs mas Lapices de Colores,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:3735;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1324,Sylius\\Component\\Core\\Model\\Product,Similac Mama Plus 1 Eye Q Vainilla por 400 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Vitaminas";}s:5:"price";i:1866;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1325,Sylius\\Component\\Core\\Model\\Product,Aflazacort 30 mg por 10 Comp.,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:2468;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1326,Sylius\\Component\\Core\\Model\\Product,Aflazacort 6 mg por 10 Comp.,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:518;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1327,Sylius\\Component\\Core\\Model\\Product,Anulette por 21 Comprimidos,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:237;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1328,Sylius\\Component\\Core\\Model\\Product,Anulette Cd por 28 Comprimidos,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:263;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1329,Sylius\\Component\\Core\\Model\\Product,Arnela 200 mg por 3 Ovulos,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:372;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1330,Sylius\\Component\\Core\\Model\\Product,Dosin 10 mg por 20 Comprimidos,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:442;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1331,Sylius\\Component\\Core\\Model\\Product,Dosin Gotas 10 mg por 20 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:410;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1332,Sylius\\Component\\Core\\Model\\Product,Edromazol 20 mg por 30 Capsulas,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:2574;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1333,Sylius\\Component\\Core\\Model\\Product,Elcal D Forte por 30 Capsulas,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Vitaminas";}s:5:"price";i:471;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1334,Sylius\\Component\\Core\\Model\\Product,Elcal Forte por 30 Capsulas,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Vitaminas";}s:5:"price";i:409;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1335,Sylius\\Component\\Core\\Model\\Product,Elitos Et Jarabe por 120 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:444;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1336,Sylius\\Component\\Core\\Model\\Product,Elitos Et Jarabe Forte por 120 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:480;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1337,Sylius\\Component\\Core\\Model\\Product,Famidal por 10 Ovulos Vaginales,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:522;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1338,Sylius\\Component\\Core\\Model\\Product,Famidal Crema Vaginal por 60 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:790;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1339,Sylius\\Component\\Core\\Model\\Product,Gabapent 300 mg por 30 Capsulas,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:1169;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1340,Sylius\\Component\\Core\\Model\\Product,Hedilar Forte Jarabe 70 mg por 100 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:764;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1341,Sylius\\Component\\Core\\Model\\Product,Hedilar Jarabe 35 mg por 100 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:601;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1342,Sylius\\Component\\Core\\Model\\Product,Hipoglos Pomada por 60 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:288;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1343,Sylius\\Component\\Core\\Model\\Product,Hipoglos Pomada por 100 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:482;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1344,Sylius\\Component\\Core\\Model\\Product,Hormoral 200 mg por 30 Cap Blandas,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:2520;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1345,Sylius\\Component\\Core\\Model\\Product,Inmunokast 4 mg por 10 Comp. Mast.,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:458;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1346,Sylius\\Component\\Core\\Model\\Product,Inmunokast 4 mg por 30 Comp. Mast.,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:1378;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1347,Sylius\\Component\\Core\\Model\\Product,Inmunokast 5 mg por 10 Comp. Mast.,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:548;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1348,Sylius\\Component\\Core\\Model\\Product,Inmunokast 10 mg por 10 Comp. Rec,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:984;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1349,Sylius\\Component\\Core\\Model\\Product,Lactulosa Abl Solucion Oral 65 % por 200 ml,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:999;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1350,Sylius\\Component\\Core\\Model\\Product,Lisacne 20 mg por 30 Cap,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:4109;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1351,Sylius\\Component\\Core\\Model\\Product,Meberol Xr 200 mg por 30 Capsulas,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:1200;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1352,Sylius\\Component\\Core\\Model\\Product,Midalet por 21 Comp. Recubiertos,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:558;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1353,Sylius\\Component\\Core\\Model\\Product,Minidol Plus por 20 Comp. Recb.,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:520;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1354,Sylius\\Component\\Core\\Model\\Product,Neolarmax 2.5 mg Jab. por 75 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:1113;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1355,Sylius\\Component\\Core\\Model\\Product,Nistaglos Crema por 30 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:339;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1356,Sylius\\Component\\Core\\Model\\Product,Noptic 2 mg por 30 Comp. Recub.,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:1020;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1357,Sylius\\Component\\Core\\Model\\Product,Noptic 3 mg por 30 Comp. Recub.,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:1020;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1358,Sylius\\Component\\Core\\Model\\Product,Norsic 25 mg por 30 Comprimidos,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:1748;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1359,Sylius\\Component\\Core\\Model\\Product,Novarnela Crema por 10 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:685;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1360,Sylius\\Component\\Core\\Model\\Product,Olzapin Ft 10 mg por 30 Comp,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:12880;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1361,Sylius\\Component\\Core\\Model\\Product,Paidovit por 30 ml,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Vitaminas";}s:5:"price";i:272;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1362,Sylius\\Component\\Core\\Model\\Product,Pregalex 75 mg por 30 Comprimidos,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:1740;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1363,Sylius\\Component\\Core\\Model\\Product,Pregalex 150 mg por 30 Comprimidos,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:2940;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1364,Sylius\\Component\\Core\\Model\\Product,Spiron 1 mg por 20 Comprimidos,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:1596;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1365,Sylius\\Component\\Core\\Model\\Product,Spiron 2 mg por 20 Comprimidos,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:3159;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1366,Sylius\\Component\\Core\\Model\\Product,Spiron 3 mg por 14 Comprimidos,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:3236;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1367,Sylius\\Component\\Core\\Model\\Product,Spiron Gotas 1mg por 30 ml,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:1680;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1368,Sylius\\Component\\Core\\Model\\Product,Symfona 120 mg por 21 Capsulas,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Vitaminas";}s:5:"price";i:1911;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1369,Sylius\\Component\\Core\\Model\\Product,Traviata 20 mg por 10 Comprimidos,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:836;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1370,Sylius\\Component\\Core\\Model\\Product,Zalepla 7.5 mg por 30 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:958;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1371,Sylius\\Component\\Core\\Model\\Product,Bactiflox 250 mg por 10 Comprimidos,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:661;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1372,Sylius\\Component\\Core\\Model\\Product,Bactiflox 500 mg por 10 Comprimidos,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:1287;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1373,Sylius\\Component\\Core\\Model\\Product,Bactiflox 750 mg por 10 Comprimidos,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:1836;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1374,Sylius\\Component\\Core\\Model\\Product,Berifen 100 mg Retard por 20 Capsulas,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:1579;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1375,Sylius\\Component\\Core\\Model\\Product,Berifen 140 mg por 5 Parches,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:1096;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1376,Sylius\\Component\\Core\\Model\\Product,Berifen 50 mg por 20 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:477;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1377,Sylius\\Component\\Core\\Model\\Product,Berifen 75 mg por 5 Ampollas,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:775;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1378,Sylius\\Component\\Core\\Model\\Product,Berifen Gel por 20 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:360;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1379,Sylius\\Component\\Core\\Model\\Product,Berifen Gel por 50 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:880;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1380,Sylius\\Component\\Core\\Model\\Product,Berifen Sr 75 mg por 30 Comp. Recub. ,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:2040;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1381,Sylius\\Component\\Core\\Model\\Product,Clopacin 75 mg. por 14 Comp. Redub.,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:826;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1382,Sylius\\Component\\Core\\Model\\Product,Clopacin 75 mg. por 28 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:1652;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1383,Sylius\\Component\\Core\\Model\\Product,Decatileno por 10 Pastillas,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:150;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1384,Sylius\\Component\\Core\\Model\\Product,Decatileno por 100 Pastillas,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:1500;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1385,Sylius\\Component\\Core\\Model\\Product,Gasec 20 mg por 7 Capsulas,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:820;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1386,Sylius\\Component\\Core\\Model\\Product,Gasec 20 mg por 14 Capsulas,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:1566;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1387,Sylius\\Component\\Core\\Model\\Product,Mephaquin 250 mg por 6 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:1584;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1388,Sylius\\Component\\Core\\Model\\Product,Mesporin I.M. 1 Gr por 1 Amp,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:1200;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1389,Sylius\\Component\\Core\\Model\\Product,Mesporin I.V. 1 Gr por 1 Amp,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:1200;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1390,Sylius\\Component\\Core\\Model\\Product,Pectoral Jarabe por 100 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:573;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1391,Sylius\\Component\\Core\\Model\\Product,Simepar 70 mg por 40 Capsulas,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:1300;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1392,Sylius\\Component\\Core\\Model\\Product,Simepar 70 mg por 10 Capsulas,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:325;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1393,Sylius\\Component\\Core\\Model\\Product,Simepar Dispensador por 200 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:6480;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1394,Sylius\\Component\\Core\\Model\\Product,Uvamin Retard por 20 Capsulas,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:498;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1395,Sylius\\Component\\Core\\Model\\Product,Vitiron por 30 Capsulas,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:1207;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1396,Sylius\\Component\\Core\\Model\\Product,Zamur 500 mg por 10 Comp. Recub.,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:1954;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1397,Sylius\\Component\\Core\\Model\\Product,4 Derm Crema por 15 Grs,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:338;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1398,Sylius\\Component\\Core\\Model\\Product,Abanix 200 mg por 6 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:660;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1399,Sylius\\Component\\Core\\Model\\Product,Abanix 500 mg por 6 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:870;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1400,Sylius\\Component\\Core\\Model\\Product,Abanix Susp. 100 mg por 30 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:373;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1401,Sylius\\Component\\Core\\Model\\Product,Abanix Susp. 100 mg por 60 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:744;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1402,Sylius\\Component\\Core\\Model\\Product,Acro B1-6-12 2 ml por 1 Amp mas Jerin,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Vitaminas";}s:5:"price";i:106;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1403,Sylius\\Component\\Core\\Model\\Product,Acro B1-6-12 Forte por 30 Tabletas,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Vitaminas";}s:5:"price";i:810;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1404,Sylius\\Component\\Core\\Model\\Product,Acro B1-6-12 Jarabe por 120 ml.,a:4:{s:6:"taxons";a:1:{i:0;s:9:"Vitaminas";}s:5:"price";i:179;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1405,Sylius\\Component\\Core\\Model\\Product,Acrobronquiol Jarabe por 120 ml.,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:160;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1406,Sylius\\Component\\Core\\Model\\Product,Acrocef 500 mg Iny. I.M. por 1 Ampolla,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:558;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1407,Sylius\\Component\\Core\\Model\\Product,Acrocef 1 Gr. Iny. I.M. por 1 Ampolla,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:1065;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1408,Sylius\\Component\\Core\\Model\\Product,Acrogesico NF 37.5 mg/325 mg por 30 Comp. Recub.,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:1200;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1409,Sylius\\Component\\Core\\Model\\Product,Acrogrel 75 mg por 30 Comp. Recub.,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:4800;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1410,Sylius\\Component\\Core\\Model\\Product,Acrogrip Jarabe por 120 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:242;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1411,Sylius\\Component\\Core\\Model\\Product,Acromaxfenicol 1 Gr por 1 Amp.,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:402;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1412,Sylius\\Component\\Core\\Model\\Product,Acromizol 400 mg por 60 Ovulos,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:2418;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1413,Sylius\\Component\\Core\\Model\\Product,Acromizol Crema por 20 Gr.,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:91;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1414,Sylius\\Component\\Core\\Model\\Product,Acromona por 60 Ovulos,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:775;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1415,Sylius\\Component\\Core\\Model\\Product,Acromona Susp. D.C. 250 mg por 120 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:218;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1416,Sylius\\Component\\Core\\Model\\Product,Acronistina Suspension por 30 ml.,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:289;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1417,Sylius\\Component\\Core\\Model\\Product,Acronistina Suspension por 120 ml,a:4:{s:6:"taxons";a:1:{i:0;s:10:"Pediatrico";}s:5:"price";i:900;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
,1418,Sylius\\Component\\Core\\Model\\Product,Acrosil 70 mg por 50 Caps,a:4:{s:6:"taxons";a:1:{i:0;s:12:"Medicamentos";}s:5:"price";i:860;s:7:"made_of";a:0:{}s:5:"color";a:0:{}},2016-05-20 18:00:00
